Scheme Name       : start_scheme
Scheme lnL        : -23172911.1529
Scheme AICc       : 46388725.7469
Number of params  : 20870
Number of sites   : 769646
Number of subsets : 3102

Subset | Best Model | Subset Partitions              | Subset Sites                   | Alignment                               
204    | JTT+I+G    | EOG091E02XV                    | 51186-51377                    | ./analysis/phylofiles/2a1f79b7c27b2432f0562e79051e3f01.phy
205    | LG+I+G+F   | EOG091E025C                    | 51378-51764                    | ./analysis/phylofiles/c6ed68b3e23b361c411c09331b4d3fff.phy
206    | DAYHOFF+G  | EOG091E008J                    | 51765-51868                    | ./analysis/phylofiles/d0dd36e46b4a0e4c6590512f256b2def.phy
207    | LG+G       | EOG091E034X                    | 51869-52054                    | ./analysis/phylofiles/b41b09668681dea255986880d44068fc.phy
208    | JTT+G      | EOG091E02J0                    | 52055-52308                    | ./analysis/phylofiles/d905294f5ce85962d72f0c00ca9191ef.phy
209    | VT+G       | EOG091E015Q                    | 52309-52499                    | ./analysis/phylofiles/d39298ff790edca31a24b05e713165ca.phy
210    | LG+I+G     | EOG091E02NW                    | 52500-52682                    | ./analysis/phylofiles/cd46cbf8d37f015ea25770323c0620fd.phy
211    | JTT+G      | EOG091E00K0                    | 52683-52818                    | ./analysis/phylofiles/ade6e5f929726fd36b260e01fca0a5ff.phy
212    | LG+I+G     | EOG091E02GL                    | 52819-53079                    | ./analysis/phylofiles/378f3f51c842cdbb33ee2f6daabee8a0.phy
213    | LG+G+F     | EOG091E02AP                    | 53080-53396                    | ./analysis/phylofiles/450a92f8c00873581b19752cfb6f8692.phy
214    | LG+I+G+F   | EOG091E03PL                    | 53397-53579                    | ./analysis/phylofiles/2447bcaed578203fdf8ee9b8bf6a9ffd.phy
215    | LG+I+G     | EOG091E052W                    | 53580-53837                    | ./analysis/phylofiles/37061150a5a77bdb8310ae3b37fb06c0.phy
216    | LG+I+G     | EOG091E03U6                    | 53838-53958                    | ./analysis/phylofiles/c21b5d44dc042437249f558f95c35e57.phy
217    | LG+G+F     | EOG091E05IZ                    | 53959-54104                    | ./analysis/phylofiles/9e5852249d40c8ffcaec000f6d9541f8.phy
218    | LG+I+G     | EOG091E0119                    | 54105-54276                    | ./analysis/phylofiles/e1e4361e454c2d66f978c70018732a7f.phy
219    | LG+G       | EOG091E00LR                    | 54277-54381                    | ./analysis/phylofiles/d1276e400ad777a1f83fc7abc87b3508.phy
220    | LG+G       | EOG091E00YZ                    | 54382-54991                    | ./analysis/phylofiles/dc2439a3bd0d238513c16d63063059e5.phy
221    | LG+I+G     | EOG091E013A                    | 54992-55182                    | ./analysis/phylofiles/f84d5d41fa9d423679b73f578d0574c2.phy
222    | LG+I+G+F   | EOG091E020B                    | 55183-55432                    | ./analysis/phylofiles/87036ed35b60feb2e374c4da5ec9c151.phy
223    | LG+G+F     | EOG091E0174                    | 55433-55888                    | ./analysis/phylofiles/31489087e4d5f4b829565900a7591134.phy
224    | JTT+G      | EOG091E03CU                    | 55889-56161                    | ./analysis/phylofiles/dcf6be545c560fb36e916b45807a04b8.phy
225    | LG+G       | EOG091E00JG                    | 56162-56571                    | ./analysis/phylofiles/754dfd9400b3a99a89b96fe9aa01a4b4.phy
226    | JTT+G      | EOG091E00KK                    | 56572-56859                    | ./analysis/phylofiles/c8ee29dff55a24ba766578ea594c5ed6.phy
227    | LG+I+G     | EOG091E03MI                    | 56860-57028                    | ./analysis/phylofiles/6054ea2d74871644034de79c71187db7.phy
228    | JTT+G      | EOG091E02ZW                    | 57029-57334                    | ./analysis/phylofiles/ff32e67ad8d88d502b6422c996a200f7.phy
229    | LG+G       | EOG091E021J                    | 57335-57617                    | ./analysis/phylofiles/ae7eb2e78b9d734fd1b3065c2369d20f.phy
230    | LG+I+G     | EOG091E00GE                    | 57618-58308                    | ./analysis/phylofiles/38ddc8361fac856b356d5c1ab8e24d76.phy
231    | LG+G+F     | EOG091E02DP                    | 58309-58583                    | ./analysis/phylofiles/4179cff905a538e320b3ba1ad0976ac2.phy
232    | VT+G       | EOG091E025F                    | 58584-58791                    | ./analysis/phylofiles/43775ce1f1ea77ed975d82ad028d432e.phy
233    | LG+I+G     | EOG091E01NY                    | 58792-59185                    | ./analysis/phylofiles/2a1d29ff10e2114d0a12309afd9341f5.phy
234    | LG+I+G     | EOG091E00PV                    | 59186-59744                    | ./analysis/phylofiles/f2463df55a1f7e70112d1de39fb2321c.phy
235    | LG+G       | EOG091E02U9                    | 59745-59794                    | ./analysis/phylofiles/4eb08a7d67c75df654dd52dcd3644b4d.phy
236    | JTT+I+G    | EOG091E01ZF                    | 59795-60113                    | ./analysis/phylofiles/2de0b320d308e5f4abe0d64a70426023.phy
237    | VT+I+G     | EOG091E037F                    | 60114-60254                    | ./analysis/phylofiles/14a57912032203cdbda7f0a6ada5ea30.phy
238    | LG+G       | EOG091E01XP                    | 60255-60339                    | ./analysis/phylofiles/b401e910b1d47069aa7e949f0be41f27.phy
239    | LG+G       | EOG091E03Y2                    | 60340-60404                    | ./analysis/phylofiles/9478656aa45ea26b8268aaa2a05c5325.phy
240    | LG+G       | EOG091E01XF                    | 60405-60628                    | ./analysis/phylofiles/3895b2d5d68855a4a909287e38e6fd0f.phy
241    | LG+G+F     | EOG091E015P                    | 60629-61107                    | ./analysis/phylofiles/05506e764169cae1f2f12ce8d41120f4.phy
242    | LG+I+G     | EOG091E00XE                    | 61108-61715                    | ./analysis/phylofiles/422790d243f5b7e91c9efcdda5435610.phy
243    | LG+G+F     | EOG091E045K                    | 61716-62234                    | ./analysis/phylofiles/55e8c65b837284ec49f193f85c6867ba.phy
244    | LG+G       | EOG091E03P4                    | 62235-62321                    | ./analysis/phylofiles/d040a31437feac0d023c7e21b09a53ae.phy
245    | LG+I+G     | EOG091E00N6                    | 62322-62845                    | ./analysis/phylofiles/daf52a81a9d7cb7b6ef09717b61390c8.phy
246    | LG+G+F     | EOG091E0120                    | 62846-63326                    | ./analysis/phylofiles/e6b0300386203fc07612de11d5c06bb7.phy
247    | LG+I+G+F   | EOG091E03R4                    | 63327-63485                    | ./analysis/phylofiles/e6d5c1ec96685e22dc3bf5e6f0e523ff.phy
248    | LG+I+G     | EOG091E006B                    | 63486-64325                    | ./analysis/phylofiles/a94077ddb14b8c0d760449748fb3d9af.phy
249    | LG+G+F     | EOG091E02W1                    | 64326-64530                    | ./analysis/phylofiles/8dd0ba6c87fdbe2d825bfdfa04ba9adb.phy
250    | LG+G+F     | EOG091E01S2                    | 64531-65005                    | ./analysis/phylofiles/7d4865c263ee37dabef0ac68f06b271c.phy
251    | LG+I+G     | EOG091E01RN                    | 65006-65310                    | ./analysis/phylofiles/00c9759b446c2332c1a0b05364b6671a.phy
252    | VT+G       | EOG091E01EB                    | 65311-65654                    | ./analysis/phylofiles/aa5c0cc40ee968fedc96f1f8a7b7e778.phy
253    | JTT+I+G    | EOG091E01UB                    | 65655-65746                    | ./analysis/phylofiles/b25dfa50211898d45832d9d6bd1a3006.phy
254    | LG+G       | EOG091E045L                    | 65747-66201                    | ./analysis/phylofiles/ed478e9a48fa76fd5f91b3b3b7c01116.phy
255    | LG+G       | EOG091E0273                    | 66202-66246                    | ./analysis/phylofiles/fc7a16183e186750250d2cbca26c5775.phy
256    | LG+G       | EOG091E02FG                    | 66247-66422                    | ./analysis/phylofiles/e348a54251bc27040fd2132e6d19a6c6.phy
257    | LG+G       | EOG091E02Y9                    | 66423-66696                    | ./analysis/phylofiles/cffd6c84bef23cb077c64a3112b82398.phy
258    | LG+G+F     | EOG091E01VO                    | 66697-66878                    | ./analysis/phylofiles/2e080fb6e4bc058b3a24c12c775dff34.phy
259    | JTT+G+F    | EOG091E00Z9                    | 66879-67045                    | ./analysis/phylofiles/949491f92d800c5afeb7bce23bc6e3ab.phy
260    | LG+I+G     | EOG091E03Y8                    | 67046-67129                    | ./analysis/phylofiles/7b94cea3011ddb60f6279fab4d419140.phy
261    | LG+I+G     | EOG091E00N4                    | 67130-67668                    | ./analysis/phylofiles/df79c3c6a66d41cab7d4fd16d0095817.phy
262    | JTT+G      | EOG091E035F                    | 67669-67850                    | ./analysis/phylofiles/0f43476d5d6ed986c12ae6cc3e72ff55.phy
263    | LG+G       | EOG091E04LG                    | 67851-68122                    | ./analysis/phylofiles/ea5141fbefe79fc97aae65fc6c237150.phy
264    | LG+I+G+F   | EOG091E01L7                    | 68123-68527                    | ./analysis/phylofiles/db52a0341c917a16127343eb961055c5.phy
265    | LG+G+F     | EOG091E02K7                    | 68528-68707                    | ./analysis/phylofiles/97c777c40e3cb6da56a3cd4e446d90d9.phy
266    | JTT+G      | EOG091E0267                    | 68708-68910                    | ./analysis/phylofiles/7a52829f9561e6db29f9a0cc82913abb.phy
267    | LG+G       | EOG091E015L                    | 68911-69150                    | ./analysis/phylofiles/d1583ea62316f968f187be7e9cb6d23f.phy
268    | JTT+G+F    | EOG091E04R7                    | 69151-69296                    | ./analysis/phylofiles/970ae9e9c04e7c3e7b2c0c9318f36112.phy
269    | LG+I+G     | EOG091E025P                    | 69297-69555                    | ./analysis/phylofiles/b21cf05ea54f29c1cc0b4e8a5bcfe9bc.phy
270    | LG+G       | EOG091E02RZ                    | 69556-69729                    | ./analysis/phylofiles/ad22ab4b292d4a01272977e1082b99ef.phy
271    | WAG+G+F    | EOG091E04EK                    | 69730-69873                    | ./analysis/phylofiles/81c34f43f835b4e5ec5e0071c8040e58.phy
272    | LG+G       | EOG091E03TA                    | 69874-69935                    | ./analysis/phylofiles/efd60af8ccbc5f4ffcd799b8f05c592e.phy
273    | CPREV+G    | EOG091E05HK                    | 69936-70072                    | ./analysis/phylofiles/debce60ca96d229dc7600d3b85aed954.phy
274    | LG+G+F     | EOG091E03KF                    | 70073-70235                    | ./analysis/phylofiles/4d4f344fa15cf6341ec28e5647e6b0a6.phy
275    | JTT+G      | EOG091E01KP                    | 70236-70521                    | ./analysis/phylofiles/01c26d1db527851a83557b0a87a298a9.phy
276    | LG+G       | EOG091E03DI                    | 70522-70673                    | ./analysis/phylofiles/dc32dd335bd928d267026784d6cbf54c.phy
277    | LG+G       | EOG091E008N                    | 70674-70829                    | ./analysis/phylofiles/d80c9265750a819eb8a863c5ee2d6d0a.phy
278    | JTT+G      | EOG091E02MZ                    | 70830-71036                    | ./analysis/phylofiles/6129265122a7a2743fa7cdfd2c50bf5c.phy
279    | LG+G       | EOG091E03GR                    | 71037-71187                    | ./analysis/phylofiles/6f46708e34887ed0462a439911a79362.phy
280    | JTT+I+G    | EOG091E02GJ                    | 71188-71467                    | ./analysis/phylofiles/c4626e6013a5b710da73a62ab4db85ea.phy
281    | LG+I+G     | EOG091E02T4                    | 71468-71614                    | ./analysis/phylofiles/fb8b41ef99180a2a9397ebbf60cd780b.phy
282    | VT+G       | EOG091E013M                    | 71615-71801                    | ./analysis/phylofiles/cbf33a8afb0c05dddc53c6669400d1ed.phy
283    | LG+I+G+F   | EOG091E02EQ                    | 71802-72187                    | ./analysis/phylofiles/ca6604b4ddc55c1fd0a1b9b76dba0bc2.phy
284    | VT+G       | EOG091E03PM                    | 72188-72258                    | ./analysis/phylofiles/72880c04f9b7722661a4e895c4ced17e.phy
285    | JTT+G      | EOG091E03FU                    | 72259-72401                    | ./analysis/phylofiles/2d72e9e059eaa2cdaf818e97f2cb8be0.phy
286    | WAG+I+G+F  | EOG091E0486                    | 72402-72883                    | ./analysis/phylofiles/3ee7435bb2604ff5011479e7924941b3.phy
287    | LG+G+F     | EOG091E01VZ                    | 72884-73219                    | ./analysis/phylofiles/eb57f6858ebd283e8b30e6edb24d27e4.phy
288    | JTT+G      | EOG091E04C4                    | 73220-73397                    | ./analysis/phylofiles/75a3714fc90c32c1752f2263bc466468.phy
289    | LG+I+G+F   | EOG091E03GO                    | 73398-73584                    | ./analysis/phylofiles/16c141865d6969aa389174d58c1dd3a0.phy
290    | JTT+G      | EOG091E03SJ                    | 73585-73702                    | ./analysis/phylofiles/1b5f212d33ff8acaaefc04a6d9c72357.phy
291    | LG+I+G+F   | EOG091E01GG                    | 73703-74164                    | ./analysis/phylofiles/d98882689a2ee4d5f63709d6b85407fb.phy
292    | LG+G       | EOG091E027I                    | 74165-74341                    | ./analysis/phylofiles/76d4a8fecc57af12fbc67fa406818641.phy
293    | LG+I+G     | EOG091E02LI                    | 74342-74592                    | ./analysis/phylofiles/b1f750f870e923d4fcec7397c8e0836b.phy
294    | LG+I+G+F   | EOG091E03OT                    | 74593-74729                    | ./analysis/phylofiles/aaee8a1c4500ea5913f344166e265824.phy
295    | JTT+G      | EOG091E0188                    | 74730-75238                    | ./analysis/phylofiles/1865a7b5174025b1303400b5010adcfc.phy
296    | LG+I+G     | EOG091E03RK                    | 75239-75340                    | ./analysis/phylofiles/fb56c7fa7d28bcd0247c6b12dbbe5581.phy
297    | LG+G+F     | EOG091E01HY                    | 75341-75663                    | ./analysis/phylofiles/204e01d8d3521fd4ec63c3258f22ff44.phy
298    | LG+G       | EOG091E01I5                    | 75664-75779                    | ./analysis/phylofiles/5abb335e07a1b012077c8a90bd193d55.phy
299    | JTT+G      | EOG091E02SL                    | 75780-75970                    | ./analysis/phylofiles/4346310461ffd1883d6ddc103077db24.phy
300    | JTT+I+G+F  | EOG091E0150                    | 75971-76542                    | ./analysis/phylofiles/59d17b5245f38871c26fbbc5f5feb709.phy
301    | LG+I+G     | EOG091E02LO                    | 76543-76803                    | ./analysis/phylofiles/9ed224a2ae0bc129e1e2bc46d28d010c.phy
302    | JTT+G      | EOG091E045P                    | 76804-77023                    | ./analysis/phylofiles/b232aba6c4f927a1bfa26f7e7fa8919f.phy
303    | JTT+G      | EOG091E007Y                    | 77024-77405                    | ./analysis/phylofiles/4f7f811468148edcca6d34b722706114.phy
304    | LG+I+G     | EOG091E00SE                    | 77406-77876                    | ./analysis/phylofiles/9059d7aa2896a5a2828bc405c2587ed6.phy
305    | LG+G       | EOG091E02VY                    | 77877-78039                    | ./analysis/phylofiles/ebd25d9665ffb9fed22610674e95e51d.phy
306    | LG+G       | EOG091E04G8                    | 78040-78277                    | ./analysis/phylofiles/c9f5d09605b267e57abb013ccb4042b4.phy
